ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
FBPA_h,FBP aldolase,"Calvin-Benson cycle, glycolysis",1,1,1,0,-4.13265260981177e-05,8.76664442389534,-5.53372698095522e-05,9.52884280698663,-0.0106527582392526,4.21796602445068,1.74141600644908,1.935785754955
TPI_c,TP isomerase,"sucrose synthesis, gluconeogenesis, glycolysis",1,1,1,0,-990.870859499374,995.300930446202,-989.909634590073,996.915936904947,-1.18898257885078,4.81850733359525,-0.888781604387775,-0.629121688812003
GAPDH2_h,GAP dehydrogenase,"glycolysis",1,1,1,0,-26.8683882407212,973.131748809845,-27.2979699705847,972.702578790668,-1.6222668554214,0.691337723449068,-0.557735145724689,-0.11833865099642
PGAM_h,PGA mutase,"glycolysis",1,1,1,0,-997.190178841393,0.624328972635797,-996.853568083589,1.12480695541838,-0.40085434129712,1.08472853564887,0.394107156749652,0.633914578611843
Enol_h,Enolase,"glycolysis",1,1,1,0,-997.190178841393,0.624328972635797,-996.853568083589,1.12480695541838,-0.400854341313029,1.08472853565822,0.394107156749905,0.633914578611164
TA_h,Transaldolase,"pentose phosphate pathway",1,1,1,0,-4.22294765694839,4.54369676694087,-4.51599675007224,5.01285380412639,-2.37796515784088,1.84000086668071,0.262118624184185,0.445917263634584
AlaTA_m,Ala transaminase,"alanine synthesis",1,0,1,0,-997.874002536867,1000,0.157808443151509,1000,-0.0813660170799542,1.90301461461751,-1.54908414177926,-1.20542368008632
GluSNADP_h,Glu synthase,"glutamate synthesis",1,1,1,0,-1000,1.26803302818073,-1000,1.48235005175153,-2.37796515775517,0.620046419407903,0,0.287354664800954
GluDH1NADP_m,Glu dehydrogenase,"glutamate synthesis",1,1,1,0,-1000,6.99182060237016,-999.925701427725,3.69111725339323,-0.608500230914062,2.82202029401339,1.28746135942676,1.68326304307813
GABATA1_m,GABA transaminase,"glutamate degradation",1,1,1,0,-1000,2.63515969373962e-05,-999.842182333981,6.45601443407529e-05,-0.237475271600122,1.70745988396198,1.26085152404364,1.59114789783923
Tr_TPT3,TP/Pi translocator,"transport",1,1,1,0,-994.938252922899,1000,-996.354259357642,1000,-1.18898257888004,4.81850726310547,3.42314861856693,3.77655707778221
Tr_DTC1A,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-1.18898257886826,2.86083540026913,1.41094749041368,1.74982928319228
Tr_DTC2B,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-0.750817775609425,6.63665112309891,4.30413948300056,4.65022165309739
Tr_DTC3B,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-5.15346070165557,1.18898257890706,-2.93274154553778,-2.61459755186768
Tr_DTC3C,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-6.56975130284907,0.1935335017927,-1.83333669451083,-1.52718338154815
Tr_NH42,NH4 diffusion,"transport",1,0,1,0,-999.53837924979,997.873278156151,-0.154469386248482,-0.154391784578593,-0.114036639566871,0.185019004832052,-1.58116995535365,-1.54522832813093
Tr_H2S1,H2S diffusion,"transport",0,0,1,0,-0.0137501323670928,-0.0137362685210608,-0.0212972273687434,-0.0212689261737079,-0.00187389026497871,0.00900315399554284,0.00171214189838029,0.00820502654333445
Tr_KG,KG diffusion,"transport",1,1,0,1,-1000,1000,-1000,999.882568538594,-2.03695772245548,-0.43641471866626,-1.63032418813686,0.0493822864444176
Tr_Glu1,Glu diffusion,"transport",1,1,0,1,-1000,1000,-999.882568538594,1000,0.436414718651463,2.0369577224525,-0.0493822864443798,1.63032418813667
