ReactionID,ReactionName,ReactionSubSystem,minFluxWT,maxFluxWT,minFluxMUT,maxFluxMUT
RBC_h,"RuBisCO","Calvin-Benson cycle",18.2780869177597,18.2780869177597,16.9301567417449,17.0934166247173
PGAK_h,"PGA kinase","Calvin-Benson cycle, glycolysis",49.8839009613557,49.8839009613557,45.524785692688,45.7911537921092
FBPA_h,"FBP aldolase","Calvin-Benson cycle, glycolysis",2.72472077819076,2.89783888484824,1.90768238307138,2.64136324243988
FBPase_h,"FBPase","Calvin-Benson cycle, glycolysis",2.72472077785717,2.89783888410918,1.90768237653539,2.64136324395367
FTK_h,"F6P transketolase","Calvin-Benson cycle, pentose phosphate pathway",7.78062022944429,7.78062022944429,7.2045835537852,7.27369690381939
SBPA_h,"SBP aldolase","Calvin-Benson cycle",7.64077715117836,7.81389526428702,6.85670851785716,7.56842248529418
SBPase_h,"SBPase","Calvin-Benson cycle",7.64077715117836,7.81389526428702,6.85670851785716,7.56842248529418
STK_h,"S7P transketolase","Calvin-Benson cycle, pentose phosphate pathway",7.7273362518902,7.7273362518902,7.15810557176979,7.2271365315102
Ru5PE_h,"Ru5P epimerase","Calvin-Benson cycle, pentose phosphate pathway",15.5079564816216,15.5079564816216,14.3626067346249,14.5008334353206
R5PI_h,"R5P isomerase","Calvin-Benson cycle, pentose phosphate pathway",7.70521390449816,7.70521390449816,7.13869232793235,7.20763144997308
Ru5PK_h,"Ru5P kinase","Calvin-Benson cycle",23.2131703855584,23.2131703855584,21.5012990626157,21.708639113089
PGM_c,"Phosphoglucomutase","sucrose synthesis, sucrose degradation",0.311649544268152,0.317346408489867,0.232546786149871,0.311359794286373
UGPase_c,"UDPG pyrophosphorylase","sucrose synthesis, sucrose degradation, pyrophosphate recycling",0.311649544182215,0.3173464084808,0.269891156818846,0.31136199313961
CeS_c1,"cellulose synthase","cellulose synthesis",0.148075130332586,0.148090539563692,0.129390364603901,0.131662667325875
CeS_c2,"cellulose synthase","cellulose synthesis",0.148075130332586,0.148090539563692,0.129390364603901,0.131662667325875
PGAK_c,"PGA kinase","gluconeogenesis, glycolysis",-9.9469386109885,-9.94203905258116,-8.68724774575455,-8.27935317063503
GAPDH2_c,"GAP dehydrogenase","gluconeogenesis, glycolysis",9.94203905256359,9.94588512907505,8.27935316483392,8.68724774575577
PyrDH1_m,"Pyr dehydrogenase","pyruvate decarboxylation",0.240679752535107,0.244236478655141,0.128881785182952,0.192516726848266
PyrDH2_m,"Pyr dehydrogenase","pyruvate decarboxylation",0.240679752535107,0.244236478655141,0.128881785182952,0.192516726848266
DHLAcT_m,"DHL acetyltransferase","pyruvate decarboxylation",0.240679752535107,0.244236478655141,0.128881785182952,0.192516726848266
DHLDH2_m,"DHL dehydrogenase","pyruvate decarboxylation, tricarboxylic acid cycle",0.240679752534111,0.24421079292783,0.128881785522416,0.192516727232459
CitS_m,"Cit synthase","tricarboxylic acid cycle, glyoxylate cycle",0.240679752533341,0.244236476773195,0.128881785182952,0.192516726939272
cplx2_m,"SCA dehydrogenase (Q)","tricarboxylic acid cycle, oxidative phosphorylation",0.0843521481490189,0.0879088724027504,0.0238977136480116,0.0559152212227914
FumHA_m,"Fum hydratase","tricarboxylic acid cycle",0.0369968728237334,0.0605601816895669,0,0.0320175075745545
cplx1_m,"NADH dehydrogenase (Q)","oxidative phosphorylation",5.09995721643234,5.11120807803154,7.97854511714354,8.37672166915399
cplx3_m,"Cytc reductase","oxidative phosphorylation",5.18520702077968,5.20001461522333,8.00322721725565,8.40140377259802
cplx4_m,"Cytc oxidase","oxidative phosphorylation",2.59260351038984,2.60000730761166,4.00161360862782,4.20070188629908
cplx5_m,"ATP synthase","oxidative phosphorylation",12.8777677475221,12.91087038777,19.9833859449926,20.978827322416
RBO_h,"RuBisCO","photorespiration",4.93508346779499,4.93508346779499,4.57114232059826,4.61621602600484
PGP_h,"PGCA phosphorylase","photorespiration",4.93508346779499,4.93508346779499,4.57114232059826,4.61621602600484
GCAO_x,"GCA oxidase","photorespiration",4.93056886886883,4.93451980491148,0,0.174598568071111
CAT_x,"Catalase","photorespiration",2.46528443443441,2.46725990245567,0,0.0872992840359379
GGAT_x,"Glu:GLX aminotransferase","photorespiration, glycine synthesis",4.93056886886218,4.93451980500995,0,0
GlyDH_m,"Gly dehydrogenase","photorespiration",0.0850120267336485,0.088543065241983,0.0119188557330748,0.0564918334727374
AMT_m,"Aminomethyltransferase","photorespiration",0.0850120267336485,0.088543065241983,0.0119188557330748,0.0564918334727374
DHLDH1_m,"DHL dehydrogenase","photorespiration",0.0850120267336485,0.088543065241983,0.0119188557330748,0.0564918334727374
GlyHMT_m,"Gly hydroxymethyltransferase","photorespiration",0.0850120267336485,0.088543065241983,0.0119188557330748,0.0564918334727374
DAHPS_h,"DAHP synthase","Shikimate pathway",0.0532839773763926,0.053311915980319,0.0465603724294133,0.050869710910542
DHQS_h,"DHQ synthase","Shikimate pathway",0.0532839773763926,0.053311915980319,0.0465603724294133,0.050869710910542
DHQDH_h,"DHQ dehydratase","Shikimate pathway",0.0532839773763926,0.053311915980319,0.0465603724294133,0.050869710910542
SADH_h,"SA dehydrogenase","Shikimate pathway",0.0532839773763926,0.053311915980319,0.0465603724294133,0.050869710910542
SAK_h,"SA kinase","Shikimate pathway",0.0531296529374448,0.0531579697974207,0.0464255214092191,0.0507348599678883
EPSPS_h,"EPSP synthase","Shikimate pathway",0.0531296529374448,0.0531579697974207,0.0464255214092191,0.0507348599678883
CHRS_h,"CHR synthase","Shikimate pathway",0.0531296529374448,0.0531579697974207,0.0464255214092191,0.0507348599678883
PyrPiDK_h,"Pyr phosphate dikinase","pyruvate metabolism",-0.465449678045976,-0.462758668166373,-0.437540555836122,-0.339738670632158
iCitDHNADP_c,"iCit dehydrogenase","pyruvate metabolism",0.223467464697185,0.231573791275129,0.113230256223363,0.181451874486061
ACoAS_h,"A-CoA synthetase","actyl-coenzyme A synthesis",0.395681548093194,0.396025719462134,0.34575272451363,0.377370157802598
ACoAC_h,"A-CoA carboxylase","fatty acid synthesis",0.317393760272012,0.317471626226145,0.277343631387062,0.295117581520227
ACPM_h,"M-CoA:ACP malonyltransferase","fatty acid synthesis",0.317393760272012,0.317471626226145,0.277343631387062,0.295117581520227
DHFR_c,"Dihydrofolate reductase","THF recycling",0.000281925547855702,0.000281925547855702,0.000246350952696806,0.000246350952696806
TRXR_c,"Thioredoxin reductase","TRX recycling",0.000874408276406019,0.000874408276406019,0.000764071626629767,0.000765601299555953
NO3R1_c,"NO3 reductase","nitrate assimilation",0.0269012457410999,0.0330840375875773,0,0.0172031513251576
NO2R_h,"Fd-NO2 reductase","nitrate assimilation",0.0312423556604458,0.0330840375921909,0,0.0172031513405777
HCO3DHA_h,"HCO3 dehydratase","carbon fixation",0.34983785616792,0.349915722202148,0.305693789768006,0.32346773990133
AlaTA_m,"Ala transaminase","alanine synthesis",4.97097851121021,5.06126995969548,0.191920821252935,0.580352993616615
AlaTA_x,"Ala transaminase","alanine synthesis",-4.97352831407948,-4.96366216151346,0,0
AspAT_h,"Asp aminotransferase","aspartate synthesis",0.564867342526419,0.565326903939165,0.480909378911535,0.525308178788653
GluDH2NAD_m,"Glu dehydrogenase","glutamate degradation",0,0.043279550186055,2.95938207642633,4.98413028941907
GluDC_c,"Glu decarboxylase","glutamate degradation",0.0847920807569755,0.0883488050380069,0.0117266635161144,0.0562996415337539
SCASeADH_m,"SCA-SeA dehydrogenase","glutamate degradation",0.084753825245345,0.0883105494735591,0.0116932352215415,0.0562662130680344
GlnS_h,"Gln synthetase","glutamine synthesis",0.935566122351553,0.939315693248997,5.43782275861996,5.5253792496374
ThrA_c,"Thr aldolase","glycine synthesis",0.36922451427104,0.369684075678915,0.309910761526321,0.354352418327524
ACDOxRed_c,"ACD oxidoreductase","glycine synthesis",0.36922451427104,0.369684075678915,0.309910761526321,0.354352418327524
GCAO_h,"GCA oxidase","glycine synthesis",0.00083123294604287,0.00451459510718522,4.39852038470217,4.61621602606299
CAT_h,"Catalase","glycine synthesis",0.000415616473021435,0.00225729755359261,2.19926019235108,2.30810801303154
GGAT_h,"Glu:GLX aminotransferase","glycine synthesis",0,0.00451459890137684,4.39852036829772,4.61591649393303
ALS1_h,"AL synthase","isoleucine synthesis, leucine synthesis, valine synthesis",0.160683376678207,0.16073433023211,0.140407647339032,0.148722592379952
ALS3_h,"AL synthase","leucine synthesis, valine synthesis",0.124130083975274,0.124181037529392,0.108466808525066,0.11678175358306
KARI3_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.124130083975274,0.124181037529392,0.108466808525066,0.11678175358306
KARI4_h,"Ketol-acid reductoisomerase","leucine synthesis, valine synthesis",0.124130083975274,0.124181037529392,0.108466808525066,0.11678175358306
DHADA2_h,"DH-acid dehydratase","leucine synthesis, valine synthesis",0.124130083975274,0.124181037529392,0.108466808525066,0.11678175358306
2IPMS_h,"2-IPM synthase","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
3IPMDA1_h,"3-IPM dehydratase","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
3IPMDA2_h,"3-IPM dehydratase","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
3IPMDH_h,"3-IPM dehydrogenase","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
IPODC_h,"spontaneous","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
BAATA2_h,"B.-chain-aa transaminase","leucine synthesis",0.0646088299060921,0.0646400738650992,0.0564562059774403,0.0621021884361928
AspK_h,"Asp kinase","lysine synthesis, methionine synthesis, threonine synthesis",0.517232659766344,0.517692221175238,0.439285448165944,0.483684250631957
Asp-SeADH_h,"Asp-SeA dehydrogenase","lysine synthesis",0.517232659766344,0.517692221175238,0.439285448165944,0.483684250631957
HSerK_h,"H-Ser kinase","methionine synthesis, threonine synthesis",0.475077292666767,0.475536854081114,0.402406574701182,0.446848231042636
CHRM_c,"CHR mutase","phenylalanine synthesis, tyrosine synthesis",0.0462643156786271,0.0462926325384966,0.0404264823593508,0.0447358209179702
GPAT_h,"Glu:PRE aminotransferase","phenylalanine synthesis, tyrosine synthesis",0.0462643156786271,0.0462926325384966,0.0404264823593508,0.0447358209179702
PGADH_h,"PGA dehydrogenase","serine synthesis",0.0205442951739769,0.0221853258851771,0.0414586203212578,0.243788110498505
PSerAT_h,"PSer aminotransferase","serine synthesis",0.0205442951739769,0.0221853258851771,0.0414586203212578,0.243788110498505
