Row,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
PSII_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,11.2503511871994,12.5,9.49283483760737,12.5
Cytb6f_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,22.5007023743989,25,18.9856696752149,25
PSI_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,45.0014047487977,50,37.9713393504298,50
Fd-NADPR_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0,25,0,25
ATPase_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,9.64315816045666,10.7142857142857,8.13671557509211,10.7142857142857
RBC_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,9.13618389697312,10.6863490995178,7.7091809415776,11.168852768312
PGAK_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,20.0574682054487,25.6221891543659,15.8089825069948,28.871989162146
GAPDH1_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0,100,0,100
TPI_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-89.5207559155597,100,-92.2731952368602,100
FBPA_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,-3.21428571430458,7.46850449530676,-7.73194841480348,7.97521704395576
FBPase_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0,9.3815595190365,0,12.9367025621708
FTK_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,3.09229879600924,3.61356262501095,2.60930504347256,3.7751660644712
SBPA_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0,9.3815595190372,0,12.9359405593949
SBPase_h,0.000914344641537051,0.00101593849059672,0.000914344641537052,0.00101593849059672,0,9.3815595190372,0,12.9359405593949
