Row,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
PSII_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,3.12346944648846,4.05405405405405,1.72243839121957,4.05405405405405
Cytb6f_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,6.24693889297692,8.10810810810811,3.44487678243915,8.10810810810811
PSI_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,12.4938777859538,16.2162162162162,6.8897535648783,16.2162162162162
Fd-NADPR_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,5.41623573364435,8.10810810810811,3.21946191656507,8.10810810810811
ATPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,2.67725952556154,3.47490347490348,1.47637576390249,3.47490347490348
RBC_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,2.53658591352294,3.61005301023762,1.39875758356352,3.99472057783818
PGAK_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,5.23534303095649,9.281195117871,2.99636284689659,11.872347960169
GAPDH1_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0,100,0,100
TPI_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,-97.4239716706975,100,-98.5487393591037,100
FBPA_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,-2.3929318480247,2.5737391666834,-5.99558313300376,2.97792550752131
FBPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0,4.10522440777861,0,6.93979802849249
FTK_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.858551183000126,1.22056740038349,0.473433591071214,1.3410672181156
SBPA_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0,4.10522440777858,0,6.9397980284927
SBPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0,4.10522440777858,0,6.9397980284927
STK_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.842479114352715,1.20449533173589,0.464570919483649,1.33220454652848
Ru5PE_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,1.70103029735413,2.4250627321194,0.938004510554532,2.67327176464412
R5PI_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.835806341314945,1.19782255869797,0.46089133116767,1.32852495821239
Ru5PK_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,2.53683663866779,3.62288529081742,1.39889584172242,4.00179672285645
PGI_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,-2.75168084799942,0.867755299548303,-4.63472883917829,2.03718943433289
PGM_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.0730247784042937,1.50423111909677,0.0402682842464133,2.54979551022685
AGPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.0730247784043581,1.6782411244809,0.0402682842464133,2.59453473597528
StS_h1,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.0361920824866526,0.635719258752464,0.0199575143792239,1.25317558584519
StS_h2,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.036512389202179,1.64172873527921,0.0201341421232067,2.57442968579774
StS_h3,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0.000320306715494212,1.19905435253323,0.000176627743982749,2.46643614293191
bAMY1_h,8.2e-05,0.000164746782258928,8.2e-05,0.00057659917077322,0,0.599527176266575,0,1.23321807146606
