Row,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
PSII_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,3.6483829047059,4.05405405405405,3.07853128841413,4.05405405405405
Cytb6f_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,7.29676580941179,8.10810810810811,6.15706257682826,8.10810810810811
PSI_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,14.5935316188236,16.2162162162162,12.3141251536565,16.2162162162162
Fd-NADPR_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,6.71577486227386,8.10810810810811,5.30498140424733,8.10810810810811
ATPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,3.12718534689077,3.47490347490348,2.63874110435497,3.47490347490348
RBC_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,2.96287061290933,3.46510763483772,2.50009139974502,3.6223926733516
PGAK_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,6.50477516657256,8.31039066697723,5.12669125138568,9.36430627303369
GAPDH1_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,100,0,100
TPI_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-96.601742506581,100,-97.4943632058559,100
FBPA_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-1.04315438403806,2.42229434497025,-2.50848711164261,2.58670444930484
FBPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,3.0432056122902,0,4.1961444780527
FTK_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,1.00283467232066,1.170246922264,0.846198986368622,1.22443292469135
SBPA_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,3.04320561229024,0,4.19614447805272
SBPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,3.04320561229024,0,4.19614447805272
STK_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.984061618349522,1.15147386829249,0.83035815070529,1.20859208902804
Ru5PE_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,1.98689629067061,2.32172079055646,1.67655713707403,2.43302501371943
R5PI_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.976267455000964,1.14363464945778,0.823781380569476,1.20201531889161
Ru5PK_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,2.96316374567243,3.46540049550096,2.50033851764261,3.63504033261099
PGI_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-2.04616637830991,0.429612014250341,-2.81208036770311,0.905265010730436
PGM_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0852969294928181,0.784265572373858,0.0719741521403138,1.54935829578367
AGPase_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0852969294928181,1.08951375313299,0.0719741521403138,1.70766119125553
StS_h1,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0422743290088502,0.304574637958903,0.035671377689738,0.664068749667519
StS_h2,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0426484647464091,1.04686528838695,0.0359870560773601,1.67167411518556
StS_h3,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.000374135737585712,0.524600617900055,0.000315698380418894,1.25679474395555
bAMY1_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.262300308950036,0,0.628397371977736
bAMY2_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.524600617899618,0,1.25679474395508
DPE11_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.262300308950036,0,0.628397371977736
DPE12_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.524226482162509,0,1.25647904557459
DPE13_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.524226482162551,0,1.25647904557503
DPE2_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.349484321441424,0,0.738637156733332
HEXK_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.521577192018202,0,1.25424355582189
StP1_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,1.00355450110444,0,1.63560720019572
StP21_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.349484321441424,0,0.738637156733332
TPI_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-97.8101327390584,98.8003052104995,-98.1521745232421,99.3495259588715
FBPA_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-0.218396367306999,2.24913734858074,-0.68435421722889,2.98334870738643
FBPase_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,2.36859759581971,0,3.08415010857076
F6PK2_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.747946400869092,0,1.71663317255278
F26BPPh_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.747946400870104,0,1.71663317255278
PGI_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-0.224518739266848,2.24301497662168,-0.689457165620932,2.97818260664361
PGM_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-0.240664718924225,0.483234351308903,-0.646869321882516,0.950511917840822
UGPase_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.108819602516821,0.483234351309394,0.0918227499391246,0.950511917841192
S6PS_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00612237195976811,0.754068772829818,0.00516610074374519,1.72179927329655
S6PPh_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00612237195976811,0.754068772829818,0.00516610074374519,1.72179927329655
SucS_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-0.372689304012278,0.749671845649814,-0.857233225398501,1.71808911505641
FrcFD_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.37441474879292,0,0.858689167902191
FrcK_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.747946400870775,0,1.71663317255213
TPS_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,8.27761591466469e-05,0.0282761378899015,6.98471082927199e-05,0.065258448597619
TPP_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,8.27761591466469e-05,0.0282761378899015,6.98471082927199e-05,0.065258448597619
CeS_c1,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0521699495888157,0.070412544731998,0.0440213722954041,0.0858904740648884
CeS_c2,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.0521699495888157,0.070412544731998,0.0440213722954041,0.0858904740648884
CeS_c3,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.0182425951431745,0,0.0418691017695802
MalDH1_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-0.592902123194956,0,-1.04305035909029,0
PEPC1_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.747946400870155,0,1.71663317255282
PEPC2_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-1.02269776646339,-0.117833780832749,-1.94847031728465,0
Enol_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-98.6274712766521,-0.117833780832616,-100,0.00319262635383422
PGAM_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-98.6274712766539,-0.117833780832974,-100,0.00319262635391365
PGAK_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-2.6010916234818,-1.11563646993807,-4.00400402056989,-0.579545036804927
GAPDH2_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,1.11563646993847,2.60109162348203,0.579545036805427,4.00400402056959
GAPDH3_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.511552583464847,0,0.97440704233972
F6PK1_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.7479464008701,0,1.7166331725528
F6PK1_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,1.04315438403786,0,2.50848711164395
GAPDH2_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-8.31039066697717,93.4955176940909,-9.3643062730347,94.8733087486131
PGAM_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-98.0865140555786,0.575170274602922,-99.7017911309624,0.76670413675418
Enol_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,-98.0888252216881,0.575170274603148,-99.7015484738782,0.766679456268101
PyrK_c,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,1.10588990403194,0,2.56142378694327
PyrK_h,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,1.10588990403024,0,2.56142378694341
PyrDH1_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00446132759383033,0.40080688765676,0.00376449976450033,0.752351155152213
PyrDH2_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00446132759383033,0.40080688765676,0.00376449976450033,0.752351155152213
DHLAcT_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00446132759383033,0.40080688765676,0.00376449976450033,0.752351155152213
DHLDH2_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00446132759383033,0.400806887656987,0.00376449976450033,0.80342256186024
CitS_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0.00446132759385875,0.400806887656741,0.00376449976447191,0.752351155152688
cACNDHA_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.247323505200495,0,0.441302760432292
cACNHA_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.247323505200158,0,0.441302760432281
iCitDHNAD_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.149022054862356,0,0.358355301663565
KGDH_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.149022054862732,0,0.358355301663398
DHLST_m,8.2e-05,0.000164746782258928,8.2e-05,0.000576613737906249,0,0.149022054862732,0,0.358355301663398
