ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
FBPA_h,FBP aldolase,"Calvin-Benson cycle, glycolysis",1,1,1,0,-0.000231003576697475,8.93197931526252,-5.28061309523764e-05,9.09299025074657,-0.00528274090602121,4.62168059940511,2.06994578092707,2.27998828644773
TPI_c,TP isomerase,"sucrose synthesis, gluconeogenesis, glycolysis",1,1,1,0,-990.81661990397,995.966765676941,-990.371171383847,997.057003014526,-1.22211478632359,4.74633762847948,2.68378883767679,2.9327334187878
GAPDH2_h,GAP dehydrogenase,"glycolysis",1,1,1,0,-26.6318295218465,973.464087801167,-26.0493514098455,973.951172250942,-1.73791495513503,0.726347542759493,-0.636760437874279,-0.109061537209373
PGAM_h,PGA mutase,"glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-996.997486964577,1.07335870839264,-0.39987377758605,0.589983014354968,0.481062246285746,0.749064700887978
Enol_h,Enolase,"glycolysis",1,1,1,0,-997.397195361787,0.759187369775144,-996.997486964577,1.07335870839264,-0.399873777589571,0.589983013604158,0.481062246286059,0.749064700887939
TA_h,Transaldolase,"pentose phosphate pathway",1,1,1,0,-4.29550980425108,4.63648396505956,-4.30943546646639,4.78356414233253,-2.44422940122484,2.17745115781286,0.221471792339349,0.413346661755731
AlaTA_m,Ala transaminase,"alanine synthesis",1,0,1,0,-997.639389985724,1000,0.150590230525533,1000,-0.090379257376939,1.87189766018793,-0.018715520922494,0
GluSNADP_h,Glu synthase,"glutamate synthesis",1,1,1,0,-1000,1.34805867805777,-1000,1.41454684920957,-2.44422960619937,0.731647477486572,0,0.37389315691243
GluDH1NADP_m,Glu dehydrogenase,"glutamate synthesis",1,1,1,0,-1000,4.60114233672812,-999.929099870051,3.52228427737896,-0.627734236589418,2.76915521297794,1.23776990803329,1.58923132612009
GABATA1_m,GABA transaminase,"glutamate degradation",1,1,1,0,-1000,0.000115616456198175,-999.849400968446,6.16071528019013e-05,-0.28616593179255,1.62737271955735,-0.0176421475444837,0
Tr_DTC1C,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-1.2221147863356,2.79987427782968,1.47099329964719,1.73156522092306
Tr_DTC2A,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-0.76164958338312,6.93698300503609,3.05560359466399,3.34003805954592
Tr_DTC2B,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-0.764938304535824,6.93204993964642,1.51272065698422,1.79694762909959
Tr_DTC3A,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-5.59182414246201,1.22211478631825,-1.66199041802689,-1.37704320886521
Tr_DTC3C,Di-/ri-carboxylate carrier,"transport",1,1,1,0,-1000,1000,-1000,1000,-6.85240951413638,0.23901848049182,-3.34406425671453,-3.07254746484838
Tr_NH42,NH4 diffusion,"transport",1,0,1,0,-999.148331995345,997.060141188862,-0.147403903253208,-0.147324694058157,-0.129271765376765,0.192436025095199,-1.61129183846028,-1.56508820675467
Tr_H2S1,H2S diffusion,"transport",0,0,1,0,-0.0146415604262638,-0.0145389091270689,-0.0203291999786701,-0.0202960781587883,-0.000610176798145151,0.0127919779100121,0.00243272460815058,0.0169200697290107
Tr_OAA,OAA diffusion,"transport",1,1,1,0,-1000,998.677102100954,-999.887948695159,1000,-1.22211478627679,0.425505495374368,-2.98189394037352,-1.32390379889648
Tr_KG,KG diffusion,"transport",1,1,0,1,-1000,1000,-1000,999.887939894138,-1.94796232154408,-0.300342203796258,-1.5993597053224,0.0535567951784093
Tr_Glu1,Glu diffusion,"transport",1,1,0,1,-1000,1000,-999.887939894138,1000,0.300342047172898,1.94796232665755,-0.0535567951788356,1.59935970609893
