ReactionID,ReactionName,ReactionSubSystem,minFluxWT,maxFluxWT,minFluxMUT,maxFluxMUT
RBC_h,"RuBisCO","Calvin-Benson cycle",25.2638856888331,25.2982300212182,20.8718144659761,21.6487670217218
PGAK_h,"PGA kinase","Calvin-Benson cycle, glycolysis",69.3256779066926,69.5467977931872,60.6455583750644,62.7059715495522
TPI_h,"TP isomerase","Calvin-Benson cycle, glycolysis",12.2484082035281,24.6002061652648,11.0167587865958,12.1398401908169
FTK_h,"F6P transketolase","Calvin-Benson cycle, pentose phosphate pathway",10.8278081994063,10.8424503315282,9.00941721159125,9.39789348438169
STK_h,"S7P transketolase","Calvin-Benson cycle, pentose phosphate pathway",10.7570412475915,10.7716833813025,8.95346332317295,9.34193959546066
Ru5PE_h,"Ru5P epimerase","Calvin-Benson cycle, pentose phosphate pathway",21.5848494457422,21.6141337134473,17.9628805350146,18.7398330837259
R5PI_h,"R5P isomerase","Calvin-Benson cycle, pentose phosphate pathway",10.7276603502695,10.7423024839782,8.93023248610272,9.31870875712142
Ru5PK_h,"Ru5P kinase","Calvin-Benson cycle",32.312509796004,32.3564361971379,26.8931130375372,28.0585418448122
AGPase_h,"G1P adenylyltransferase","starch synthesis",0.321535516266778,0.401658896721933,2.70512977900748,4.008691843699
StS_h2,"starch synthase","starch synthesis",0.160767758133389,0.240798485579546,2.57011788695769,3.87157730808744
StP1_h,"(starch) phosphorylase","starch degradation",0,0.0731784340665125,2.42119481858637,3.74416650312589
FBPA_c,"FBP aldolase","sucrose synthesis, gluconeogenesis, glycolysis",7.85132426609882,8.17839166944532,7.09732566578526,7.7320177883826
PGI_c,"G6P isomerase","sucrose synthesis, sucrose degradation, gluconeogenesis",7.82824535784428,8.15531276095671,7.07907767460467,7.71376979930759
CeS_c1,"cellulose synthase","cellulose synthesis",0.196659970931819,0.197280926128408,0.155494761701494,0.158275878677792
CeS_c2,"cellulose synthase","cellulose synthesis",0.196659970931819,0.197280926128408,0.155494761701494,0.158275878677792
GAPDH3_c,"GAP dehydrogenase","glycolysis",0,0.0918367447896578,0.25695173353543,1.10294733216719
F6PK1_h,"6-Phosphofructokinase","glycolysis",0,0.0909186605311074,0.557496563880006,2.93194107661723
PyrDH1_m,"Pyr dehydrogenase","pyruvate decarboxylation",0.275899722648531,0.414393700379996,0.966080944321522,1.26972267605222
PyrDH2_m,"Pyr dehydrogenase","pyruvate decarboxylation",0.275899722648531,0.414393700379996,0.966080944321522,1.26972267605222
DHLAcT_m,"DHL acetyltransferase","pyruvate decarboxylation",0.275899722648531,0.414393700379996,0.966080944321522,1.26972267605222
DHLDH2_m,"DHL dehydrogenase","pyruvate decarboxylation, tricarboxylic acid cycle",0.275899722648138,0.414393700381283,0.966080944364624,1.26972267557981
CitS_m,"Cit synthase","tricarboxylic acid cycle, glyoxylate cycle",0.275899722634099,0.414393700385783,0.966080944143481,1.26972267531736
cplx2_m,"SCA dehydrogenase (Q)","tricarboxylic acid cycle, oxidative phosphorylation",0.0682795634477117,0.206773541192035,0.814204725031037,1.12851779443302
FumHA_m,"Fum hydratase","tricarboxylic acid cycle",0,0.170451488265085,0.288876164999775,1.09859938417393
cplx1_m,"NADH dehydrogenase (Q)","oxidative phosphorylation",6.83455680014241,7.34335320712103,15.29690776907,16.9492452607192
cplx3_m,"Cytc reductase","oxidative phosphorylation",6.90402855673826,7.55131894176036,16.1515139404831,18.0458368400832
cplx4_m,"Cytc oxidase","oxidative phosphorylation",3.45201427836913,3.77565947088018,8.07575697024156,9.0229184200416
cplx5_m,"ATP synthase","oxidative phosphorylation",17.1905996435557,18.6703316081023,39.5241787088303,44.0180005243241
RBO_h,"RuBisCO","photorespiration",7.04862410718437,7.06010370028439,6.02129854495387,6.40977482310892
PGP_h,"PGCA phosphorylase","photorespiration",7.04862410718437,7.06010370028439,6.02129854495387,6.40977482310892
GCAO_x,"GCA oxidase","photorespiration",6.95568339406947,7.05899973200389,1.34415324313729,2.18975984504389
CAT_x,"Catalase","photorespiration",3.47784169703474,3.52949986600194,0.672076621568644,1.09487992252194
GGAT_x,"Glu:GLX aminotransferase","photorespiration, glycine synthesis",6.91218620018597,7.05899973200498,0,0
GlyDH_m,"Gly dehydrogenase","photorespiration",0.0691559543553118,0.207649932113694,0.814897668268495,1.12921073439173
AMT_m,"Aminomethyltransferase","photorespiration",0.0691559543553118,0.207649932113694,0.814897668268495,1.12921073439173
DHLDH1_m,"DHL dehydrogenase","photorespiration",0.0691559543553118,0.207649932113694,0.814897668268495,1.12921073439173
GlyHMT_m,"Gly hydroxymethyltransferase","photorespiration",0.0691559543553118,0.207649932113694,0.814897668268495,1.12921073797196
SGAT_x,"Ser:GLX aminotransferase","photorespiration, glycine synthesis",0,0.0828236683460441,1.34415324313729,2.18975984504389
GCEAK_h,"GCEA kinase","photorespiration",0,0.0828926663501547,1.34415324706981,2.18975983710359
DAHPS_h,"DAHP synthase","Shikimate pathway",0.0707669505575035,0.071907811776999,0.0559538887186869,0.0609840784385011
DHQS_h,"DHQ synthase","Shikimate pathway",0.0707669505575035,0.071907811776999,0.0559538887186869,0.0609840784385011
DHQDH_h,"DHQ dehydratase","Shikimate pathway",0.0707669505575035,0.071907811776999,0.0559538887186869,0.0609840784385011
SADH_h,"SA dehydrogenase","Shikimate pathway",0.0707669505575035,0.071907811776999,0.0559538887186869,0.0609840784385011
SAK_h,"SA kinase","Shikimate pathway",0.0705619909548876,0.0717028521468464,0.0557918315186469,0.0608336753869053
