ReactionID,ReactionName,ReactionSubSystem,IS_BD_FVA_WT,IS_BD_FVA_MUT,IS_BD_TVA_WT,IS_BD_TVA_Mut,minFlux_FVA_WT,maxFlux_FVA_WT,minFlux_FVA_Mut,maxFlux_FVA_Mut,minFlux_TVA_WT,maxFlux_TVA_WT,minFlux_TVA_Mut,maxFlux_TVA_Mut
FBPA_h,"FBP aldolase","Calvin-Benson cycle, glycolysis",1,1,1,0,-4.13265260981177e-05,8.76664442389534,-0.000117346939910945,20.2066450016519,-0.0237687658305781,8.9063954723594,3.03215087099863,4.12666491151849
TPI_c,"TP isomerase","sucrose synthesis, gluconeogenesis, glycolysis",1,1,1,0,-990.870859499374,995.300930446202,-978.602603075163,993.460006698931,-2.52667953560634,10.2593916521005,-3.99545709731262,-0.391224366111775
PGAM_h,"PGA mutase","glycolysis",1,1,1,0,-997.190178841393,0.624328972635797,-993.327748810141,2.38523977191251,-0.859107716315327,2.25750177063939,0.682300548621344,1.4046047680396
Enol_h,"Enolase","glycolysis",1,1,1,0,-997.190178841393,0.624328972635797,-993.327748810141,2.38523977191251,-0.859107716315327,2.25750177076519,0.682300548621957,1.40460476803559
TA_h,"Transaldolase","pentose phosphate pathway",1,1,1,0,-4.22294765694839,4.54369676694087,-9.57651889172412,10.6301425384972,-5.05335907127611,3.85303640140952,0.150392362386514,1.92803928352983
AlaTA_m,"Ala transaminase","alanine synthesis",1,0,1,0,-997.874002536867,1000,0.334644956753369,1000,-0.221416863237152,4.10083601484868,-3.11139981750814,-2.11373643566917
GluSNADP_h,"Glu synthase","glutamate synthesis",1,1,1,0,-1000,1.26803302818073,-1000,3.14343744265253,-5.05335907668231,1.27598552748626,0,0.897400226566859
GluDH3NADP_c,"Glu dehydrogenase","glutamate synthesis",1,0,0,1,-999.358018762084,998.05344719584,-0.932966260476283,-0.932636041533215,-4.03902566978408,-2.62703113709199,-0.275035294614604,0.270896084735786
GluDH1NADP_m,"Glu dehydrogenase","glutamate synthesis",1,1,1,0,-1000,6.99182060237016,-999.842444155646,7.82729839392877,-0.773284259136207,6.08534331532238,3.1480604490014,3.96910654535811
GABATA1_m,"GABA transaminase","glutamate degradation",1,1,1,0,-1000,2.63515969373962e-05,-999.665335485426,0.000136904759609285,-0.476261527913046,3.71157626561227,2.21224587802528,3.13843677223245
Tr_TPT3,"TP/Pi translocator","transport",1,1,1,0,-994.938252922899,1000,-992.268926204305,1000,-2.52667953508029,10.2593916541475,4.17702980055802,8.16317648001537
Tr_DTC1A,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-2.52667953567054,6.16405725287568,2.6489672859226,4.04782048251914
Tr_DTC2B,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-1.59961036752367,13.980033213068,9.11045046532508,10.4908469263919
Tr_DTC2C,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-2.52667953835388,10.7172687323498,0.220803142005199,1.60119960307119
Tr_DTC3B,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-10.7172687330025,2.52667953558721,-7.2301871419738,-5.45040527677739
Tr_DTC3C,"Di-/ri-carboxylate carrier","transport",1,1,1,0,-1000,1000,-1000,1000,-13.8443657201302,0.387151126344117,-4.86185938748809,-3.48146292642327
Tr_BAT11,"B0,+-type amino acid transporter 1","transport",1,0,0,1,-999.537645370467,997.873987450928,-0.334782196292932,-0.334664514569808,-4.16631501252496,-3.47591972220113,-0.0986226983567031,0.0113316225053105
Tr_NH42,"NH4 diffusion","transport",1,0,1,0,-999.53837924979,997.873278156151,-0.327564229426389,-0.327399669125236,-0.292087961825568,0.398307327727006,-3.17402794718256,-3.05244824652729
Tr_KG,"KG diffusion","transport",1,1,0,1,-1000,1000,-1000,999.750977542529,-4.41628723738325,-1.01649008763265,-0.41044276518795,0.143280434686564
Tr_Glu1,"Glu diffusion","transport",1,1,0,1,-1000,1000,-999.750977542529,1000,1.01649008766522,4.41628723751347,-0.143280434687319,0.410442765195221
